Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,0,2,995,1,9,3,3,3,0,77,3,1,6,3,0,9834,5,0,18,3,2,1,6,2,3,2,2,2,2
39,1,2,1122,1,6,3,3,4,1,70,3,1,2,1,1,4303,7,1,21,4,4,0,8,2,1,2,2,2,2
27,0,2,618,1,4,3,1,2,0,76,3,1,6,3,2,17808,1,0,19,3,3,0,1,2,3,1,1,0,0
34,0,2,546,1,10,3,1,2,1,83,3,1,2,2,0,6896,1,0,14,3,2,2,1,3,3,1,0,1,0
42,0,2,462,2,14,2,3,3,0,68,2,2,7,3,2,7824,7,0,17,3,1,0,10,6,3,5,4,0,3
33,0,2,1198,1,1,4,4,3,1,100,2,1,6,1,2,3339,3,1,11,3,2,0,6,1,3,3,2,0,2
58,0,2,1272,1,5,3,5,3,0,37,2,3,0,2,0,9255,2,1,13,3,4,1,24,3,3,6,0,0,4
31,0,2,154,2,7,4,1,2,1,41,2,1,8,3,1,11737,3,0,15,3,2,0,13,2,4,7,7,5,2
35,0,2,1137,1,21,1,1,4,0,51,3,2,0,4,1,19170,1,1,25,4,4,1,10,2,1,10,6,0,7
49,0,2,527,1,8,2,4,1,0,51,3,3,2,2,1,22477,4,0,11,3,3,1,29,3,2,26,9,1,7
48,0,2,1469,1,20,4,3,4,1,51,3,1,6,3,1,5543,4,0,17,3,1,2,13,2,2,0,0,0,0
31,0,0,1188,2,20,2,2,4,0,45,3,2,7,3,1,24406,1,0,13,3,4,1,9,2,2,9,8,0,0
36,0,2,188,1,7,4,4,2,1,65,3,1,6,4,2,23293,2,0,18,3,3,0,8,6,3,6,2,0,1
38,0,2,1333,1,1,3,5,4,0,80,3,3,5,1,1,16292,1,0,13,3,2,1,15,3,3,15,12,5,11
32,0,0,1184,1,1,3,1,3,0,70,2,1,2,2,1,3974,6,0,20,4,3,0,5,3,3,3,0,0,2
25,1,2,867,2,19,2,2,3,1,36,2,1,8,2,1,18798,1,1,18,3,3,3,1,2,3,1,0,0,0
40,0,2,658,2,10,4,2,1,1,67,2,3,7,2,0,20652,2,0,12,3,2,1,11,2,2,1,0,0,0
26,0,1,1283,2,1,3,3,3,1,52,2,2,7,1,2,11148,1,0,12,3,2,0,7,2,3,7,7,0,7
41,0,2,263,1,6,3,3,4,1,59,3,1,2,1,2,3119,2,1,13,3,3,0,20,3,3,18,13,2,17
36,0,2,938,1,2,4,3,3,1,79,3,1,2,3,2,12287,4,0,21,4,3,0,16,6,3,11,8,3,9
19,1,2,419,2,21,3,4,4,1,37,2,1,8,2,2,9947,1,1,13,3,2,0,1,3,4,1,0,0,0
20,1,2,129,1,4,3,5,1,1,84,3,1,2,1,2,13008,1,0,19,3,2,0,1,2,3,1,0,0,0
31,0,2,616,1,12,3,3,4,0,41,3,2,0,4,1,17369,0,1,11,3,3,2,10,2,1,9,7,8,5
40,0,1,1469,1,9,4,3,4,1,35,3,1,6,2,0,25063,8,1,14,3,4,1,3,2,3,1,1,0,0
32,0,2,498,1,3,4,3,3,0,93,3,2,4,1,1,13554,1,0,12,3,3,1,8,2,4,8,7,6,3
36,1,2,530,2,3,1,1,3,1,51,2,3,7,4,1,5518,1,1,11,3,1,1,16,6,3,16,7,3,7
33,0,2,1069,1,1,3,1,2,0,42,2,2,0,4,2,12291,0,0,14,3,1,0,6,3,3,5,0,1,4
37,1,2,625,2,1,4,1,1,1,46,2,3,7,3,1,14922,5,0,11,3,3,0,17,2,1,14,1,11,7
45,0,0,805,1,4,2,1,3,1,57,3,2,2,2,1,23163,1,0,12,3,2,0,9,5,2,9,7,0,8
29,0,1,1404,2,20,3,5,3,0,84,3,1,8,4,1,18203,1,0,15,3,2,1,3,5,3,3,1,0,2
35,0,2,1219,2,18,3,3,3,0,86,3,2,7,3,1,6179,1,0,16,3,2,0,5,3,3,5,2,1,0
52,0,2,1053,1,1,2,1,4,1,70,3,4,3,4,1,13829,2,0,15,3,2,1,26,2,2,9,8,7,8
58,1,2,289,1,2,3,5,4,1,51,3,1,6,3,2,26227,4,0,24,4,1,0,7,4,3,1,0,0,0
53,0,2,1376,2,2,2,3,3,1,45,3,4,3,3,0,13938,6,0,13,3,3,1,22,3,4,17,13,15,2
30,0,2,231,2,8,2,4,3,1,62,3,3,7,3,0,9977,5,0,11,3,1,1,10,2,4,8,4,7,7
38,0,0,152,2,10,3,5,3,0,85,3,2,7,4,2,19899,1,1,13,3,2,0,6,1,3,5,3,1,3
35,0,2,882,2,3,4,1,4,1,92,3,3,7,4,0,6812,6,0,13,3,2,1,12,2,3,10,9,0,8
39,0,2,903,2,2,5,1,1,1,41,4,3,7,3,2,2560,0,0,18,3,4,0,9,3,3,8,7,0,7
40,1,0,1479,2,24,3,1,2,0,100,4,4,7,2,2,17071,4,1,16,3,4,0,22,2,2,1,0,0,0
47,0,1,1379,1,16,4,3,3,1,64,4,2,4,3,0,6759,1,1,19,3,3,0,20,3,4,19,10,2,7
36,0,0,1229,2,8,4,5,1,1,84,3,2,7,4,0,25952,4,0,13,3,4,2,12,3,3,7,7,0,7
31,1,0,335,1,9,2,3,3,1,46,2,1,6,1,2,10322,0,1,22,4,1,0,4,0,3,3,2,1,2
33,0,0,722,2,17,3,1,4,1,38,3,4,3,3,2,20489,1,0,11,3,4,0,10,2,3,10,8,6,0
29,1,2,906,1,10,3,1,4,0,92,2,1,6,1,2,11479,6,1,20,4,3,0,3,5,3,0,0,0,0
33,0,2,461,1,13,1,1,2,0,53,3,1,6,4,2,17241,3,0,18,3,1,0,5,4,3,3,2,0,2
45,0,2,974,1,1,4,3,4,0,91,3,1,2,4,0,11005,3,0,14,3,4,2,8,2,3,5,3,0,2
50,0,2,1126,1,1,2,3,4,1,66,3,4,5,4,0,6615,9,0,22,4,3,1,32,1,2,5,4,1,3
33,0,1,827,1,1,4,4,3,0,84,4,2,0,2,1,20161,1,1,13,3,1,1,6,2,3,6,5,1,2
41,0,1,840,1,9,3,3,1,1,64,3,5,5,3,0,3735,2,0,17,3,2,1,21,2,4,18,16,0,11
27,0,2,1134,1,16,4,5,3,0,37,3,1,2,2,1,12086,9,0,14,3,2,1,4,2,3,2,2,2,2
45,0,0,248,1,23,2,1,4,1,42,3,2,2,1,1,14039,1,1,15,3,3,1,9,2,3,9,8,0,8
47,0,2,955,2,4,2,1,4,0,83,3,2,7,4,2,8571,1,1,17,3,3,0,9,0,3,9,0,0,7
30,1,2,138,1,22,3,1,1,0,48,3,1,6,3,1,11539,4,1,11,3,2,0,7,2,3,5,2,0,1
50,0,2,939,1,24,3,1,4,1,95,3,4,4,3,1,4161,3,1,18,3,4,1,22,2,3,12,11,1,5
38,0,1,1391,1,10,1,3,3,1,66,3,1,6,3,1,12127,0,0,17,3,2,1,3,0,2,2,1,0,2
46,0,2,566,1,7,2,3,4,1,75,3,3,4,3,0,24208,6,0,13,3,2,1,13,3,3,8,7,0,7
24,0,2,1206,1,17,1,3,4,0,41,2,2,4,3,0,24117,1,0,15,3,2,2,5,6,3,4,2,3,2
35,1,2,622,1,14,4,4,3,1,39,2,1,2,2,0,10074,1,1,24,4,4,1,5,2,1,4,2,0,2
31,0,1,853,1,1,1,1,3,0,96,3,2,4,1,1,11275,1,0,12,3,3,1,4,1,3,4,3,0,3
18,0,0,287,1,5,2,1,2,1,73,3,1,6,4,2,13493,1,0,15,3,4,0,0,2,3,0,0,0,0
54,0,2,1441,1,17,3,5,3,0,56,3,3,4,3,1,13943,8,0,11,3,3,1,22,2,3,10,7,0,8
35,0,2,583,1,25,4,3,3,0,57,3,3,0,3,0,6975,1,1,11,3,3,1,16,3,2,16,10,10,1
30,0,2,153,1,8,2,1,2,0,73,4,3,5,1,1,17802,0,1,12,3,3,3,9,4,2,8,7,1,7
20,1,2,1097,1,11,3,3,4,0,98,2,1,6,1,2,18275,1,1,15,3,1,0,1,2,3,1,0,0,0
30,1,1,109,1,5,3,3,2,0,60,3,1,2,2,2,25725,0,0,17,3,1,0,4,3,3,3,2,1,2
26,0,2,1066,1,2,2,3,4,1,32,4,2,4,4,1,3334,1,0,12,3,2,0,8,2,3,8,7,1,3
22,0,2,217,1,8,1,1,2,1,94,1,1,2,1,1,6881,1,0,15,3,1,1,4,3,2,4,3,1,1
48,0,2,277,1,6,3,1,1,1,97,2,2,0,3,2,13119,2,0,13,3,4,0,19,0,3,2,2,2,2
48,0,2,1355,1,4,4,1,3,1,78,2,3,0,3,2,22245,7,0,14,3,2,0,27,3,3,15,11,4,8
41,0,2,549,1,7,2,3,4,0,42,3,2,4,3,2,23371,6,0,14,3,2,0,8,6,3,2,2,2,1
39,0,2,466,1,1,1,1,4,0,65,2,4,4,4,1,7060,1,0,16,3,3,1,21,3,3,21,6,11,8
27,0,2,1055,1,2,4,1,1,0,47,3,2,4,4,1,4658,0,0,18,3,2,1,4,2,3,3,2,2,2
35,0,2,802,1,10,3,4,2,1,45,3,1,2,4,0,9541,1,0,20,4,1,1,3,4,2,3,2,1,2
42,0,2,265,2,5,2,2,4,1,90,3,5,3,3,1,7770,6,0,13,3,2,0,21,3,4,1,0,0,0
50,0,2,804,1,9,3,1,1,1,64,3,1,2,4,1,20165,4,0,18,3,2,0,8,5,3,1,0,0,0
59,0,2,715,1,2,3,1,3,0,69,2,4,4,4,2,21829,3,1,13,3,1,0,30,4,3,5,3,4,3
37,1,2,1141,1,11,2,3,1,0,61,1,2,0,2,1,14382,5,0,15,3,1,0,15,2,1,1,0,0,0
55,0,1,135,1,18,4,3,3,1,62,3,2,0,2,1,12992,3,1,14,3,4,2,17,3,3,8,7,6,7
41,0,0,247,1,7,1,1,2,0,55,1,5,5,3,0,20284,1,0,22,4,2,2,21,3,3,21,16,5,10
38,0,2,1035,2,3,4,1,2,1,42,3,2,7,4,2,4981,8,1,12,3,3,0,19,1,3,1,0,0,0
26,1,0,265,2,29,2,3,2,1,79,1,2,7,1,2,21813,8,0,18,3,4,0,7,6,3,2,2,2,2
52,1,2,266,2,2,1,2,1,0,57,1,5,3,4,1,25846,1,0,15,3,4,1,33,3,3,32,14,6,9
44,0,2,1448,2,28,3,3,4,0,53,4,4,7,4,1,11737,3,1,18,3,3,1,23,2,3,12,11,11,11
50,0,0,145,2,1,3,1,4,0,95,3,2,7,3,1,24920,0,0,12,3,1,1,19,3,3,18,7,0,13
36,1,2,885,1,16,4,1,3,0,43,4,1,2,1,2,8269,1,0,16,3,3,0,18,1,3,17,13,15,14
39,0,1,945,1,22,3,3,4,0,82,3,3,4,1,2,5083,1,1,13,3,3,0,21,2,3,21,6,2,8
33,0,0,1038,2,8,1,1,2,0,88,2,1,8,4,2,21437,0,0,19,3,4,0,3,2,2,2,2,2,2
45,0,2,1234,2,11,2,1,4,0,90,3,4,3,4,1,5404,3,0,13,3,2,1,26,4,4,9,3,1,1
32,0,0,1109,1,29,4,3,4,0,69,3,1,2,3,2,11135,9,0,12,3,2,0,10,2,3,8,7,7,7
34,0,2,216,2,1,4,2,2,1,75,4,2,7,4,0,12278,0,0,11,3,4,1,16,2,2,15,1,0,9
59,0,2,1089,2,1,2,5,2,1,66,3,3,3,4,1,11038,3,1,14,3,3,1,14,1,1,6,4,0,4
45,0,2,788,0,24,4,3,2,1,36,3,1,1,2,2,8318,1,0,16,3,1,0,6,3,3,6,3,0,4
53,0,1,124,2,2,3,2,3,0,38,2,3,7,2,1,23537,2,0,12,3,1,1,30,2,3,15,7,6,12
36,1,2,660,1,15,3,4,1,1,81,3,2,2,3,0,7858,7,0,14,3,2,1,9,3,2,1,0,0,0
26,1,1,342,1,2,3,1,1,1,57,3,1,6,1,1,15346,6,1,14,3,2,1,6,2,3,3,2,1,2
34,0,2,1333,2,10,4,1,3,0,87,3,1,8,3,1,18410,1,1,19,3,4,1,1,2,3,1,1,0,0
28,0,2,1144,2,10,1,3,4,1,74,3,1,8,2,1,23384,1,0,22,4,2,0,1,5,3,1,0,0,0
38,0,1,1186,1,3,4,4,3,1,44,3,1,6,3,1,2997,3,0,16,3,1,1,8,2,3,2,2,2,2
50,0,2,1464,1,2,4,3,2,1,62,3,5,5,3,1,12853,2,1,11,3,4,1,29,2,2,8,1,7,7
37,0,2,124,1,3,3,4,4,0,35,3,2,0,2,2,13848,3,0,15,3,1,0,8,3,2,4,3,0,1
40,0,2,300,2,26,3,2,3,1,74,3,2,7,1,1,22217,1,0,14,3,2,1,8,3,2,7,7,7,5
26,0,1,921,1,1,1,3,1,0,66,2,1,6,3,0,25265,1,0,13,3,3,2,5,5,3,5,3,1,3
46,0,2,430,1,1,4,3,4,1,40,3,5,5,4,0,21445,9,0,17,3,4,2,23,0,3,2,2,2,2
54,0,2,1082,2,2,4,1,3,0,41,2,3,7,3,1,8392,6,0,11,3,2,1,13,4,3,9,4,7,0
56,0,1,1240,1,9,3,3,1,0,63,3,1,6,3,1,12154,2,0,19,3,2,1,18,4,3,5,4,0,3
36,0,2,796,1,12,5,3,4,0,51,2,3,4,4,2,15669,0,0,11,3,2,0,15,2,2,14,8,7,8
55,0,0,444,1,2,1,3,3,1,40,2,4,3,1,2,17323,7,0,15,3,2,0,31,3,4,9,7,6,2
43,0,2,415,2,25,3,3,3,1,79,2,3,7,4,0,5268,5,0,13,3,3,1,18,5,3,1,0,0,0
20,1,1,769,2,9,3,2,4,0,54,3,1,8,4,2,17205,1,1,14,3,2,0,2,3,3,2,2,0,2
21,1,2,1334,1,10,3,1,3,0,36,2,1,2,1,2,17258,1,0,13,3,1,0,1,6,2,1,0,1,0
46,0,2,1003,1,8,4,1,4,0,74,2,2,6,1,0,21029,8,1,23,4,1,3,19,2,3,16,13,1,7
51,1,2,1323,1,4,4,1,1,1,34,3,1,6,3,1,10332,9,1,12,3,3,3,18,2,4,10,0,2,7
28,1,0,1366,1,24,2,5,2,1,72,2,3,0,1,2,12355,1,0,12,3,1,0,10,2,2,10,7,1,9
26,0,2,192,1,1,2,3,1,1,59,2,1,2,1,1,11141,1,0,16,3,1,2,6,2,3,5,3,1,3
30,0,2,1176,1,20,3,4,3,1,85,3,2,4,1,1,9096,0,0,15,3,3,1,7,1,2,6,2,0,2
41,0,2,509,1,7,2,5,2,0,43,4,1,6,3,1,18863,1,0,13,3,3,0,10,3,3,10,6,0,8
38,0,2,330,1,17,1,1,3,0,65,2,3,0,3,1,24608,0,0,18,3,1,1,20,4,2,19,9,1,9
40,0,2,1492,1,20,4,5,1,1,61,3,3,0,4,1,26542,4,0,20,4,4,1,14,6,3,11,10,11,1
27,0,0,1277,1,8,5,1,1,1,87,1,1,2,3,1,5869,1,0,19,3,4,3,3,4,3,3,2,1,2
55,0,1,1091,1,2,1,1,4,1,65,3,3,4,2,1,15813,3,0,18,3,2,1,23,4,3,3,2,1,2
28,0,2,857,1,10,3,4,3,0,59,3,2,6,3,2,7909,3,0,13,3,4,0,10,4,4,8,7,1,7
44,1,2,1376,0,1,2,3,2,1,91,2,3,1,1,1,2326,9,0,14,3,4,1,24,1,3,20,6,3,6
33,0,2,654,1,5,3,1,4,1,34,2,3,0,4,0,21214,4,0,15,3,3,1,9,2,3,3,2,1,2
35,1,2,1204,2,4,3,5,4,1,86,3,3,7,1,2,10333,0,1,22,4,1,0,9,2,3,8,7,4,7
33,1,1,827,1,29,4,3,1,0,54,2,2,6,3,2,3129,1,0,22,4,2,0,14,4,3,13,7,3,8
28,0,2,895,1,15,2,1,1,1,50,3,1,2,3,0,22482,1,0,16,3,4,1,4,5,2,4,2,2,2
34,0,1,618,1,3,1,1,1,1,45,3,2,0,4,2,22266,0,0,17,3,3,0,7,1,2,6,2,0,4
37,0,2,309,2,10,4,1,4,0,88,2,2,7,4,0,24223,2,1,14,3,3,3,8,5,3,1,0,0,0
25,1,2,1219,1,4,1,5,4,1,32,3,1,2,4,1,4605,1,1,15,3,2,1,7,3,4,7,7,5,6
26,1,2,1330,1,21,3,3,1,1,37,3,1,2,3,0,19373,1,0,20,4,3,1,1,0,2,1,1,0,0
33,1,2,1017,1,25,3,3,1,1,55,2,1,6,2,2,2993,4,1,20,4,2,0,5,0,3,2,2,2,2
42,0,2,469,1,2,2,3,4,1,35,3,4,3,1,1,14399,0,0,17,3,4,1,23,3,3,22,6,13,7
28,1,1,1009,1,1,3,3,1,1,45,2,1,2,2,0,7160,1,0,15,3,1,2,1,2,3,1,0,0,0
50,1,1,959,2,1,4,4,4,1,81,3,2,7,3,2,17251,3,1,14,3,4,0,5,4,3,0,0,0,0
33,0,1,970,2,7,3,1,4,0,30,3,2,7,2,1,13401,0,0,17,3,3,1,4,3,3,3,2,0,2
34,0,0,697,1,3,4,1,3,1,40,2,1,6,4,1,22478,3,0,17,3,4,3,6,2,3,0,0,0,0
48,0,0,1262,1,1,4,3,1,1,35,4,4,3,4,2,16154,2,0,22,4,3,0,27,3,2,5,4,2,1
45,0,0,1050,2,9,4,1,2,0,65,2,2,7,3,1,17970,1,0,13,3,4,1,15,2,3,15,10,4,12
52,0,2,994,1,7,4,1,2,1,87,3,3,0,2,2,15322,7,0,19,3,4,0,18,4,3,8,6,4,0
38,0,2,770,2,10,4,2,3,1,73,2,3,7,3,0,5569,0,1,14,3,2,2,9,2,3,8,7,2,7
29,0,2,1107,1,28,4,1,3,0,93,3,1,6,4,0,26968,4,0,22,4,1,1,11,1,3,7,5,1,7
28,0,2,950,1,3,3,3,4,0,93,3,3,4,2,0,8039,0,0,17,3,2,3,10,3,2,9,7,1,7
46,0,2,406,2,3,1,2,1,1,52,3,4,3,3,1,15596,3,0,12,3,4,1,23,3,3,12,9,4,9
38,0,2,130,2,2,2,2,4,1,32,3,3,7,2,2,20619,7,0,16,3,3,0,10,2,3,1,0,0,0
43,0,1,1082,1,27,3,1,3,0,83,3,3,4,1,1,11535,8,0,11,3,3,1,18,1,3,8,7,0,1
39,1,1,203,1,2,3,1,1,1,84,3,4,0,4,0,13547,7,0,11,3,4,3,21,4,3,18,7,11,5
40,0,2,1308,1,14,3,3,3,1,44,2,5,5,3,2,17544,1,0,14,3,1,0,21,2,4,20,7,4,9
21,0,2,984,1,1,1,5,4,0,70,2,1,6,2,2,25326,1,1,11,3,3,0,2,6,4,2,2,2,2
39,0,0,439,1,9,3,1,3,1,70,3,2,2,2,2,8770,9,0,15,3,3,0,9,2,2,5,4,0,3
36,0,0,217,1,18,4,1,1,1,78,3,2,4,4,2,23238,2,0,20,4,1,0,18,0,3,11,9,0,9
31,0,1,793,2,20,3,1,3,1,67,4,1,8,4,1,21981,0,0,12,3,1,1,3,4,3,2,2,2,2
28,0,2,1451,1,2,1,1,1,1,67,2,1,6,2,1,19911,0,0,17,3,1,0,6,2,1,5,3,0,4
35,0,1,1182,2,11,2,2,4,1,54,3,2,7,4,0,18500,1,0,11,3,4,1,5,3,3,5,2,0,2
49,0,2,174,2,8,4,5,4,1,56,2,4,7,2,1,11879,6,0,17,3,2,1,22,3,3,9,8,2,3
34,0,1,1003,1,2,2,1,4,1,95,3,2,4,3,2,15834,2,0,11,3,4,0,5,3,2,3,2,0,2
29,0,1,490,1,10,3,1,4,0,61,3,1,6,2,0,17940,0,0,14,3,4,2,8,2,2,7,5,1,1
42,0,2,188,1,29,3,3,2,1,56,1,2,2,4,2,9558,4,0,19,3,1,0,16,3,3,1,0,0,0
29,0,2,718,1,8,1,3,2,1,79,2,2,4,4,1,17689,1,1,15,3,3,1,10,2,2,10,7,1,2
38,0,2,433,0,1,3,0,3,1,37,4,1,1,3,1,6004,1,0,13,3,4,1,7,2,4,7,6,5,0
28,0,1,773,1,6,3,1,3,1,39,2,1,6,3,0,22088,1,1,14,3,4,1,3,2,3,3,1,0,2
18,1,0,247,1,8,1,3,3,1,80,3,1,2,3,2,13556,1,0,12,3,4,0,0,0,3,0,0,0,0
33,1,2,603,2,9,4,2,1,0,77,3,2,7,1,2,18385,0,1,17,3,1,0,6,3,3,5,2,0,3
41,0,2,167,1,12,4,1,2,1,46,3,1,2,4,1,9051,3,1,11,3,1,1,6,4,3,1,0,0,0
31,1,1,874,1,15,3,3,3,1,72,3,1,2,3,1,6233,1,0,12,3,3,1,2,5,2,2,2,2,2
37,0,2,367,1,25,2,3,3,0,52,2,2,0,4,0,17171,7,0,13,3,3,2,9,2,3,6,2,1,3
27,0,2,199,1,6,3,1,4,1,55,2,1,6,3,1,7950,1,0,13,3,3,1,4,0,3,4,2,2,2
34,0,2,1400,2,9,1,1,2,0,70,3,2,7,3,1,5829,1,0,20,4,1,0,6,3,2,6,5,1,3
35,0,2,528,0,8,4,5,3,1,100,3,1,1,3,2,7108,1,0,17,3,2,0,6,2,1,5,4,1,4
29,1,2,408,2,23,1,1,4,0,45,2,3,7,1,1,11162,1,0,13,3,1,1,11,3,1,11,8,3,10
40,0,1,593,1,9,4,3,2,0,88,3,3,5,3,2,13782,9,0,17,3,3,0,20,3,2,18,7,2,13
42,1,1,481,2,12,3,1,3,1,44,3,4,7,1,2,2447,0,1,12,3,2,0,22,2,2,21,9,13,14
42,0,2,647,2,4,4,2,2,1,45,3,2,7,1,2,2253,7,0,13,3,4,0,9,3,4,6,4,1,5
35,0,2,982,1,1,4,3,4,1,58,2,1,2,3,1,16340,6,0,12,3,2,1,10,2,3,8,0,1,7
24,0,2,477,1,24,3,3,4,1,49,3,1,2,2,2,6409,8,0,22,4,4,0,6,2,3,4,3,1,2
28,1,2,1485,1,12,1,1,3,0,79,3,1,2,4,1,22955,1,1,11,3,4,0,1,4,2,1,1,0,0
26,0,2,1384,1,3,4,3,1,1,82,4,1,2,4,1,13421,1,0,22,4,2,1,8,2,3,8,7,0,7
30,0,2,852,2,10,3,2,3,1,72,2,2,7,3,1,2706,1,0,18,3,1,1,10,3,3,10,3,1,4
40,0,1,902,1,26,2,3,3,0,92,2,2,6,4,1,21203,3,1,13,3,4,1,16,3,1,1,1,0,0
35,0,2,819,1,2,3,1,3,1,44,2,3,4,2,0,19588,2,0,18,3,2,1,15,2,4,7,7,6,4
34,0,1,669,1,1,3,3,4,1,97,2,2,0,1,2,25755,0,0,20,4,3,0,14,3,3,13,9,4,9
35,0,1,636,1,4,4,4,4,1,47,2,1,2,4,1,26537,1,0,13,3,2,1,2,2,4,2,2,2,2
43,1,2,1372,2,9,3,2,1,0,85,1,2,7,3,2,9489,8,0,13,3,2,0,7,2,2,4,3,1,3
32,0,0,862,2,2,1,1,3,0,76,3,1,8,1,0,14947,1,0,12,3,3,3,1,3,3,1,0,0,0
56,0,2,718,1,4,4,5,4,0,92,3,5,3,1,0,18575,4,0,13,3,4,1,28,2,3,5,2,4,2
29,0,2,1401,1,6,1,3,2,0,54,3,1,2,4,1,26342,1,0,13,3,1,1,10,5,3,10,8,0,8
19,0,2,645,1,9,2,1,3,1,54,3,1,6,1,2,7172,1,0,25,4,3,0,1,4,3,1,1,0,0
45,0,2,1457,1,7,3,3,1,0,83,3,1,6,3,1,20100,4,1,19,3,3,1,7,2,2,3,2,0,2
37,0,2,977,1,1,3,1,4,0,56,2,2,4,4,1,9961,1,0,13,3,2,1,14,2,2,14,8,3,11
20,0,2,805,1,3,3,1,1,1,87,2,1,2,3,2,12828,1,0,12,3,1,0,2,2,2,2,2,1,2
44,1,2,1097,1,10,4,1,3,1,96,3,1,6,3,2,10826,1,1,11,3,3,0,6,4,3,6,4,0,2
53,0,2,1223,1,7,2,3,4,0,50,3,5,3,3,0,18640,3,0,18,3,2,1,26,6,3,7,7,4,7
29,0,2,942,1,15,1,1,2,0,69,1,1,6,4,1,26933,0,1,18,3,1,1,6,2,2,5,4,1,3
22,1,1,1256,1,3,4,1,3,1,48,2,1,6,4,1,4223,0,1,11,3,2,1,1,5,3,0,0,0,0
46,0,2,1402,2,2,3,2,3,0,69,3,4,3,1,1,24097,8,0,23,4,1,0,28,2,3,26,15,15,9
44,0,0,111,1,17,3,1,4,1,74,1,1,6,3,2,4279,2,0,13,3,4,0,6,3,3,0,0,0,0
33,0,2,147,0,2,3,0,2,1,99,3,1,1,3,1,8429,1,0,13,3,4,1,5,2,3,5,4,1,4
41,1,0,906,1,5,2,1,1,1,95,2,1,6,1,0,20293,6,0,17,3,1,1,5,2,1,1,0,0,0
30,0,2,1329,2,29,4,1,3,1,61,3,2,7,1,0,13192,8,0,19,3,3,3,8,3,3,4,3,0,3
40,0,1,1184,2,2,4,3,2,1,62,3,2,7,2,1,25440,5,0,12,3,4,3,5,2,3,0,0,0,0
50,0,1,1421,1,2,3,3,4,0,30,3,4,3,1,1,9490,2,0,22,4,3,1,32,3,3,2,2,2,2
28,0,2,1179,1,19,4,3,4,1,78,2,1,2,1,1,12449,1,0,12,3,3,3,6,2,3,6,5,3,3
46,0,2,1450,1,15,2,1,4,1,52,3,5,5,2,1,10849,5,0,11,3,1,1,25,2,3,4,2,0,3
35,0,2,1361,2,17,4,1,3,1,94,3,2,7,1,1,21026,3,1,15,3,4,3,15,2,3,7,7,1,7
24,1,2,984,1,17,2,1,4,0,97,3,1,2,2,1,3372,1,0,13,3,1,1,1,3,1,1,0,0,0
33,0,1,1146,2,25,3,3,2,0,82,3,2,7,3,1,4905,1,0,12,3,1,1,10,3,2,10,7,0,1
36,0,2,917,1,6,4,1,3,1,60,1,1,2,3,0,6865,1,0,14,3,3,1,7,4,3,7,7,1,7
30,0,2,853,1,7,4,1,3,1,49,3,2,2,3,0,11309,1,0,13,3,1,3,10,4,2,10,7,8,9
44,0,2,200,1,29,4,4,4,1,32,3,2,6,4,2,7744,1,0,25,4,2,0,20,3,3,20,11,13,17
20,0,2,654,2,21,3,2,3,1,43,4,1,8,4,2,5050,1,0,17,3,4,0,2,2,3,2,1,2,2
46,0,2,150,1,2,4,5,4,1,60,3,2,4,4,0,17433,2,0,11,3,3,1,12,3,2,6,3,1,4
42,0,0,179,0,2,5,3,4,1,79,4,2,1,1,1,12858,7,0,16,3,1,1,10,3,4,4,3,0,3
60,0,2,696,2,7,4,2,2,1,52,4,2,7,4,0,10893,0,1,18,3,2,1,12,3,3,11,7,1,9
32,0,1,116,1,13,3,4,3,0,77,2,1,2,2,1,7331,1,0,20,4,3,1,2,2,3,2,2,2,2
32,0,1,1316,1,2,2,1,4,0,38,3,2,6,3,2,2338,4,1,14,3,4,0,10,2,3,8,7,0,7
36,0,2,363,1,1,3,5,3,0,77,1,3,4,1,0,4235,2,1,21,4,3,1,17,2,3,7,7,7,7
33,0,2,117,1,9,3,3,1,1,60,3,1,6,4,1,6311,0,0,13,3,2,1,15,5,3,14,10,4,10
40,0,2,107,2,10,3,5,2,0,84,2,2,7,2,0,11591,7,0,12,3,2,1,7,2,4,5,1,1,3
25,0,2,1356,2,10,4,1,3,1,57,3,2,7,4,2,20623,0,0,14,3,2,0,5,4,3,4,3,1,1
30,0,2,1465,1,1,3,3,4,1,63,3,1,6,2,1,9369,0,1,21,4,1,1,12,2,3,11,9,5,7
42,0,1,458,1,26,5,3,1,0,60,3,3,5,1,1,23281,3,1,17,3,3,0,20,6,3,1,0,0,0
35,0,0,1212,2,8,2,2,3,0,78,2,3,7,4,1,13755,4,1,11,3,2,1,16,6,2,13,2,4,12
27,0,2,1103,1,14,3,1,1,1,42,3,1,6,1,1,14377,1,1,14,3,4,2,9,3,2,9,7,6,8
54,0,1,966,1,1,4,1,4,0,53,3,3,4,3,0,9659,7,0,17,3,1,1,33,2,1,5,4,1,4
44,0,2,1117,1,2,1,1,1,0,72,4,1,6,4,1,19982,1,0,13,3,4,1,10,5,3,10,5,7,7
